study,stage,model,task,method,placement,rank,bias,n,mean,reused,paired_five_seed_complete,seed_scores,source
tied_model_expansion_20260923,confirmation,qwen3_06b_base,wikisql,vocab,shared,1,False,5,71.30859375,5,True,"{""207100"": 70.80078125, ""207101"": 71.2890625, ""207102"": 70.3125, ""207103"": 71.58203125, ""207104"": 72.55859375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen3_06b_base,wikisql,affine,shared,16,True,5,72.75390625,5,True,"{""207100"": 73.92578125, ""207101"": 72.8515625, ""207102"": 72.75390625, ""207103"": 71.875, ""207104"": 72.36328125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen25_15b_base,cluener,vocab,shared,1,False,5,61.8226882092258,5,True,"{""206100"": 62.5, ""206101"": 62.808863382751476, ""206102"": 61.38296165570351, ""206103"": 61.636060100166944, ""206104"": 60.785555907507124}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen25_15b_base,cluener,affine,shared,16,True,5,64.15232053942785,5,True,"{""206100"": 62.90296712109062, ""206101"": 64.32081153907117, ""206102"": 63.95274584929757, ""206103"": 65.83932070542129, ""206104"": 63.74575748225856}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen25_15b_base,wikisql,vocab,shared,1,False,5,72.5390625,5,True,"{""207100"": 72.4609375, ""207101"": 72.36328125, ""207102"": 71.19140625, ""207103"": 73.14453125, ""207104"": 73.53515625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen25_15b_base,wikisql,affine,shared,16,True,5,73.45703125,5,True,"{""207100"": 71.97265625, ""207101"": 74.31640625, ""207102"": 74.12109375, ""207103"": 73.14453125, ""207104"": 73.73046875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,llama32_3b_base,cluener,affine,shared,16,False,3,64.4120018141614,0,False,"{""6100"": 64.3842284601655, ""6101"": 65.06063055780113, ""6102"": 63.79114642451759}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen3_4b_base,cluener,none,none,0,False,5,68.62629321710781,0,True,"{""206100"": 69.148244473342, ""206101"": 69.00357026939305, ""206102"": 67.91522917693445, ""206103"": 68.50393700787401, ""206104"": 68.56048515799553}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen3_4b_base,cluener,affine,shared,16,True,5,69.21787263657305,0,True,"{""206100"": 69.65630114566285, ""206101"": 69.55112623561821, ""206102"": 69.05193734542456, ""206103"": 69.0750040498947, ""206104"": 68.75499440626498}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,llama32_3b_base,wikisql,affine,shared,16,True,5,77.8125,0,True,"{""207100"": 78.22265625, ""207101"": 77.05078125, ""207102"": 78.125, ""207103"": 77.24609375, ""207104"": 78.41796875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,llama32_3b_base,cluener,affine,shared,16,True,5,65.36685438524412,0,True,"{""6100"": 65.2869846402587, ""6101"": 66.01594273629412, ""6102"": 65.34944480731548, ""6103"": 65.72877474235236, ""6104"": 64.453125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_17b_base,cluener,affine,shared,16,True,5,66.30700321920703,0,True,"{""6100"": 65.86981101599095, ""6101"": 66.39562157935887, ""6102"": 66.26391096979333, ""6103"": 67.29365980217285, ""6104"": 65.71201272871917}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,llama32_3b_base,wikisql,none,none,0,False,5,77.03125,0,True,"{""7100"": 77.44140625, ""7101"": 75.78125, ""7102"": 76.85546875, ""7103"": 77.05078125, ""7104"": 78.02734375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen3_4b_base,wikisql,none,none,0,False,5,81.2890625,0,True,"{""207100"": 81.15234375, ""207101"": 81.54296875, ""207102"": 81.54296875, ""207103"": 81.8359375, ""207104"": 80.37109375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,llama32_1b_base,cluener,affine,shared,8,True,5,58.0075965358274,0,True,"{""6100"": 57.72081531809759, ""6101"": 57.900659058029255, ""6102"": 58.00604229607251, ""6103"": 57.419980601357906, ""6104"": 58.99048540557975}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_05b_base,cluener,affine,shared,16,False,3,57.25545777328378,0,False,"{""6100"": 56.63660813162474, ""6101"": 56.99465576862622, ""6102"": 58.13510941960038}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen25_3b_base,wikisql,affine,shared,16,True,5,78.125,0,True,"{""207100"": 77.44140625, ""207101"": 78.125, ""207102"": 78.02734375, ""207103"": 78.3203125, ""207104"": 78.7109375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_05b_base,cluener,affine,shared,16,True,5,57.880750973040186,0,True,"{""6100"": 57.06051873198847, ""6101"": 57.410941475826974, ""6102"": 57.6983876067025, ""6103"": 58.33740035789816, ""6104"": 58.896506692784854}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,llama32_3b_base,cluener,vocab,shared,2,False,3,63.1881392858069,0,False,"{""6100"": 62.55743939153859, ""6101"": 64.18875242404654, ""6102"": 62.81822604183558}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_3b_base,cluener,affine,shared,8,True,5,65.51102122101146,0,True,"{""6100"": 64.94795836669336, ""6101"": 66.05359124781988, ""6102"": 66.02979274611398, ""6103"": 65.12151939481731, ""6104"": 65.40224434961277}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_05b_base,wikisql,affine,shared,16,True,5,39.1015625,0,True,"{""7100"": 37.79296875, ""7101"": 38.96484375, ""7102"": 38.57421875, ""7103"": 37.01171875, ""7104"": 43.1640625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_17b_base,cluener,affine,shared,8,True,5,66.10232981007059,0,True,"{""6100"": 65.76489533011272, ""6101"": 66.10434239300218, ""6102"": 66.2412252712189, ""6103"": 66.40889318511358, ""6104"": 65.99229287090559}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen3_17b_base,wikisql,affine,shared,16,True,5,76.42578125,0,True,"{""207100"": 77.05078125, ""207101"": 76.46484375, ""207102"": 75.9765625, ""207103"": 76.7578125, ""207104"": 75.87890625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,llama32_1b_base,wikisql,affine,shared,16,True,5,60.078125,0,True,"{""7100"": 59.5703125, ""7101"": 60.64453125, ""7102"": 60.546875, ""7103"": 58.984375, ""7104"": 60.64453125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen25_05b_base,cluener,none,none,0,False,5,57.92494395338188,0,True,"{""206100"": 57.21535045987948, ""206101"": 58.57461024498886, ""206102"": 58.60889395667047, ""206103"": 57.334450963956414, ""206104"": 57.89141414141414}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_05b_base,wikisql,vocab,shared,1,False,5,36.19140625,0,True,"{""7100"": 35.7421875, ""7101"": 33.88671875, ""7102"": 34.5703125, ""7103"": 36.42578125, ""7104"": 40.33203125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,llama32_3b_base,cluener,affine,shared,16,True,5,65.63111958047223,0,True,"{""206100"": 66.66666666666667, ""206101"": 66.70955291090382, ""206102"": 64.92734478203434, ""206103"": 64.59793126459793, ""206104"": 65.25410227815836}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,llama32_3b_base,wikisql,vocab,shared,1,False,5,76.50390625,0,True,"{""7100"": 76.171875, ""7101"": 76.46484375, ""7102"": 75.5859375, ""7103"": 76.953125, ""7104"": 77.34375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,llama32_1b_base,wikisql,affine,shared,8,True,5,59.51171875,0,True,"{""7100"": 59.27734375, ""7101"": 60.83984375, ""7102"": 59.66796875, ""7103"": 58.88671875, ""7104"": 58.88671875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_17b_base,cluener,vocab,shared,2,False,3,66.05772484046521,0,False,"{""6100"": 66.29050459455102, ""6101"": 66.8364099299809, ""6102"": 65.04625999686372}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,llama32_3b_base,wikisql,vocab,shared,1,False,5,76.42578125,0,True,"{""207100"": 77.1484375, ""207101"": 76.26953125, ""207102"": 76.26953125, ""207103"": 76.3671875, ""207104"": 76.07421875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen3_17b_base,wikisql,none,none,0,False,5,74.0234375,0,True,"{""207100"": 74.12109375, ""207101"": 72.65625, ""207102"": 74.31640625, ""207103"": 74.70703125, ""207104"": 74.31640625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,llama32_3b_base,cluener,none,none,0,False,5,63.75946128300802,0,True,"{""206100"": 64.5984811762805, ""206101"": 64.83480536473667, ""206102"": 62.40858117991224, ""206103"": 63.45933562428408, ""206104"": 63.496103069826624}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_17b_base,wikisql,affine,shared,16,True,5,75.41015625,0,True,"{""7100"": 75.390625, ""7101"": 74.12109375, ""7102"": 74.609375, ""7103"": 76.5625, ""7104"": 76.3671875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,llama32_3b_base,wikisql,affine,shared,8,True,5,77.6171875,0,True,"{""7100"": 77.63671875, ""7101"": 77.9296875, ""7102"": 76.85546875, ""7103"": 77.63671875, ""7104"": 78.02734375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,llama32_1b_base,cluener,affine,shared,16,False,3,57.54186493908383,0,False,"{""6100"": 58.25816485225506, ""6101"": 57.70334928229665, ""6102"": 56.66408068269977}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_17b_base,wikisql,affine,shared,8,True,5,74.7265625,0,True,"{""7100"": 75.68359375, ""7101"": 73.6328125, ""7102"": 73.92578125, ""7103"": 74.70703125, ""7104"": 75.68359375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,llama32_1b_base,cluener,vocab,shared,1,False,5,57.55687902163329,0,True,"{""206100"": 57.391584717072384, ""206101"": 57.778474071753095, ""206102"": 57.01867353509337, ""206103"": 58.199303598076604, ""206104"": 57.396359186171026}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,llama32_3b_base,cluener,affine,shared,8,True,5,64.89951596979373,0,True,"{""6100"": 65.0278597181252, ""6101"": 65.9090909090909, ""6102"": 64.32406051732552, ""6103"": 65.726467694326, ""6104"": 63.51010101010101}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,llama32_3b_base,wikisql,none,none,0,False,5,77.01171875,0,True,"{""207100"": 76.46484375, ""207101"": 77.34375, ""207102"": 76.46484375, ""207103"": 78.125, ""207104"": 76.66015625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,llama32_1b_base,wikisql,affine,shared,16,True,5,61.54296875,0,True,"{""207100"": 62.01171875, ""207101"": 61.42578125, ""207102"": 60.64453125, ""207103"": 60.546875, ""207104"": 63.0859375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen25_3b_base,wikisql,none,none,0,False,5,77.109375,0,True,"{""207100"": 76.171875, ""207101"": 77.34375, ""207102"": 77.1484375, ""207103"": 77.9296875, ""207104"": 76.953125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,llama32_1b_base,cluener,affine,shared,32,True,5,58.99751493682967,0,True,"{""6100"": 59.52120168987639, ""6101"": 58.87418274597353, ""6102"": 58.650932865571676, ""6103"": 58.68438107582631, ""6104"": 59.25687630690044}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,llama32_3b_base,cluener,none,none,0,False,5,63.48904844423657,0,True,"{""6100"": 63.28463637823086, ""6101"": 64.57831325301204, ""6102"": 62.65060240963855, ""6103"": 63.60698125404008, ""6104"": 63.32470892626132}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_15b_base,wikisql,none,none,0,False,5,70.25390625,0,True,"{""7100"": 70.80078125, ""7101"": 69.82421875, ""7102"": 70.80078125, ""7103"": 70.703125, ""7104"": 69.140625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_17b_base,cluener,affine,shared,32,True,5,66.46780972644967,0,True,"{""6100"": 66.02254428341385, ""6101"": 66.80218921032056, ""6102"": 66.56121480544131, ""6103"": 66.80935133355285, ""6104"": 66.14374899951977}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen25_3b_base,wikisql,vocab,shared,1,False,5,77.75390625,0,True,"{""207100"": 77.5390625, ""207101"": 78.515625, ""207102"": 77.5390625, ""207103"": 78.3203125, ""207104"": 76.85546875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen3_4b_base,cluener,vocab,shared,1,False,5,69.93593695972717,0,True,"{""206100"": 70.23400425462282, ""206101"": 70.88116410670978, ""206102"": 69.84600099354198, ""206103"": 69.4125369215622, ""206104"": 69.30597852219907}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_06b_base,cluener,none,none,0,False,5,60.8166241985942,0,True,"{""6100"": 60.476190476190474, ""6101"": 61.029759093056214, ""6102"": 61.418326693227094, ""6103"": 60.83836242048606, ""6104"": 60.32048231001111}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_17b_base,wikisql,affine,shared,32,True,5,75.5859375,0,True,"{""7100"": 75.29296875, ""7101"": 74.609375, ""7102"": 74.8046875, ""7103"": 77.44140625, ""7104"": 75.78125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,llama32_3b_base,cluener,vocab,shared,1,False,5,63.819051402940296,0,True,"{""6100"": 62.9126213592233, ""6101"": 65.14903373730756, ""6102"": 64.91694352159469, ""6103"": 62.465396515225535, ""6104"": 63.65126188135038}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen25_3b_base,cluener,none,none,0,False,5,64.59486843465403,0,True,"{""206100"": 64.97165991902834, ""206101"": 64.54974759811105, ""206102"": 64.94243283831136, ""206103"": 64.77976888293418, ""206104"": 63.73073293488518}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_3b_base,cluener,affine,shared,16,False,3,65.68487848846304,0,False,"{""6100"": 64.91144088080421, ""6101"": 66.15945474718656, ""6102"": 65.98373983739837}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,llama32_1b_base,wikisql,affine,shared,32,True,5,60.15625,0,True,"{""7100"": 59.66796875, ""7101"": 59.86328125, ""7102"": 61.42578125, ""7103"": 59.9609375, ""7104"": 59.86328125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_15b_base,cluener,none,none,0,False,5,59.17261475217774,0,True,"{""6100"": 59.159397303727204, ""6101"": 58.995750039351485, ""6102"": 58.84991190132949, ""6103"": 59.527255185721174, ""6104"": 59.33075933075933}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen25_05b_base,cluener,affine,shared,16,True,5,58.87153392215164,0,True,"{""206100"": 58.66160417655434, ""206101"": 59.26161680458307, ""206102"": 59.43762120232709, ""206103"": 59.710710222655614, ""206104"": 57.286117204638046}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_17b_base,cluener,none,none,0,False,5,63.84534866385453,0,True,"{""6100"": 64.08360128617363, ""6101"": 63.80407124681934, ""6102"": 64.45362134688692, ""6103"": 63.25909309405544, ""6104"": 63.626356345337314}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_05b_base,wikisql,affine,shared,32,True,5,39.9609375,0,True,"{""7100"": 39.55078125, ""7101"": 38.37890625, ""7102"": 39.6484375, ""7103"": 38.8671875, ""7104"": 43.359375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,llama32_1b_base,cluener,affine,shared,16,True,5,58.85730921263671,0,True,"{""206100"": 58.61513687600644, ""206101"": 59.02000945328501, ""206102"": 59.05889884763124, ""206103"": 59.52897945548689, ""206104"": 58.063521430773974}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_3b_base,wikisql,affine,shared,8,True,5,77.67578125,0,True,"{""7100"": 78.41796875, ""7101"": 76.26953125, ""7102"": 77.24609375, ""7103"": 78.3203125, ""7104"": 78.125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,llama32_1b_base,wikisql,none,none,0,False,5,57.24609375,0,True,"{""7100"": 56.15234375, ""7101"": 57.71484375, ""7102"": 56.93359375, ""7103"": 57.32421875, ""7104"": 58.10546875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,llama32_3b_base,wikisql,vocab,shared,2,False,3,75.0,0,False,"{""7100"": 75.68359375, ""7101"": 74.90234375, ""7102"": 74.4140625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,llama32_1b_base,wikisql,vocab,shared,1,False,5,59.94140625,0,True,"{""207100"": 61.81640625, ""207101"": 60.44921875, ""207102"": 58.7890625, ""207103"": 58.3984375, ""207104"": 60.25390625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen3_4b_base,wikisql,vocab,shared,1,False,5,82.48046875,0,True,"{""207100"": 82.2265625, ""207101"": 82.51953125, ""207102"": 81.54296875, ""207103"": 84.08203125, ""207104"": 82.03125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_05b_base,cluener,affine,shared,32,True,5,58.23855949759809,0,True,"{""6100"": 57.77345017851347, ""6101"": 57.46541580537446, ""6102"": 57.95454545454545, ""6103"": 58.77149877149877, ""6104"": 59.22788727805832}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_05b_base,cluener,vocab,shared,2,False,3,55.57107938569689,0,False,"{""6100"": 55.09348807221148, ""6101"": 54.185161699429294, ""6102"": 57.434588385449906}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen3_17b_base,cluener,vocab,shared,1,False,5,66.16196380994003,0,True,"{""206100"": 66.67749796913078, ""206101"": 66.61192314008868, ""206102"": 65.8750813272609, ""206103"": 65.38649308380798, ""206104"": 66.25882352941177}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,llama32_1b_base,cluener,affine,shared,16,True,5,58.48244333766648,0,True,"{""6100"": 58.94868585732165, ""6101"": 58.41869398207427, ""6102"": 58.62891681247017, ""6103"": 57.800261096605745, ""6104"": 58.615658939860595}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,llama32_1b_base,cluener,none,none,0,False,5,55.87245001066226,0,True,"{""206100"": 54.983570646221246, ""206101"": 55.910294346674974, ""206102"": 56.06843124596514, ""206103"": 57.15255387748176, ""206104"": 55.24739993696817}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_05b_base,cluener,affine,shared,8,True,5,58.04022792605805,0,True,"{""6100"": 57.183589418659906, ""6101"": 57.76367961934972, ""6102"": 58.32012678288431, ""6103"": 58.22406639004149, ""6104"": 58.70967741935484}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,llama32_1b_base,wikisql,vocab,shared,2,False,3,54.557291666666664,0,False,"{""7100"": 53.80859375, ""7101"": 55.078125, ""7102"": 54.78515625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_05b_base,cluener,none,none,0,False,5,56.84485030609973,0,True,"{""6100"": 55.96837944664031, ""6101"": 56.405384006334124, ""6102"": 57.4203821656051, ""6103"": 56.74083769633508, ""6104"": 57.68926821558401}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_17b_base,cluener,vocab,shared,1,False,5,66.02719066500924,0,True,"{""6100"": 66.54832983701792, ""6101"": 67.05128205128206, ""6102"": 65.45798518051396, ""6103"": 65.38021259198692, ""6104"": 65.69814366424536}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,llama32_1b_base,cluener,none,none,0,False,5,55.72092329509851,0,True,"{""6100"": 56.2480715828448, ""6101"": 56.496631376323386, ""6102"": 55.04815159987574, ""6103"": 53.89067524115756, ""6104"": 56.92108667529107}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_3b_base,wikisql,affine,shared,16,False,3,77.18098958333333,0,False,"{""7100"": 77.63671875, ""7101"": 76.46484375, ""7102"": 77.44140625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_3b_base,cluener,affine,shared,16,True,5,65.60054819961678,0,True,"{""6100"": 65.17500399552502, ""6101"": 65.69666297643523, ""6102"": 66.01752677702045, ""6103"": 66.1459993624482, ""6104"": 64.96754788665505}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen25_05b_base,wikisql,vocab,shared,1,False,5,36.50390625,0,True,"{""207100"": 37.890625, ""207101"": 35.44921875, ""207102"": 34.86328125, ""207103"": 36.9140625, ""207104"": 37.40234375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
